country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
Austria,"An intriguing headiness of red cherry promises an unadulterated purity of fruit. On the palate there is pepper, too, and more of that ripe, red cherry. This is fruit-forward, refreshing and simple but at the same time very balanced, fresh-faced and wonderfully authentic: Its honesty shines alongside the pure cherry fruit.",Classic,90,16.0,Wagram,,,Anne Krebiehl MW,@AnneInVino,Weingut Groiss 2013 Classic Zweigelt (Wagram),Zweigelt,Weingut Groiss
US,"Soft and fruity, with rich flavors of blackberries, cherries, currants, chocolate, pepper and cedar. An attractive Cab from this appellation east of Napa.",Lanza Family,87,27.0,California,Suisun Valley,North Coast,,,Wooden Valley 2006 Lanza Family Cabernet Sauvignon (Suisun Valley),Cabernet Sauvignon,Wooden Valley
US,"The Rocheux has never been better than this new vintage. Crisp cranberry and raspberry fruit carries an underlying, wet-rock minerality. Flavors are dense and detailed, and seem to extend almost indefinitely. Drink now through 2030.",Rocheux Reserve,94,80.0,Oregon,Chehalem Mountains,Willamette Valley,Paul Gregutt,@paulgwine ,Le Cadeau 2014 Rocheux Reserve Pinot Noir (Chehalem Mountains),Pinot Noir,Le Cadeau
New Zealand,"More restrained—and therefore more versatile with food—than many other Marlborough Sauvignon Blancs, this wine combines hints of cut grass with citrus on the nose. Grapefruit and nectarine take over on the palate, while a hint of bitter greens emerges on the finish. Drink now.",Jane Hunter,89,15.0,Marlborough,,,Joe Czerwinski,@JoeCz,Hunter's 2015 Jane Hunter Sauvignon Blanc (Marlborough),Sauvignon Blanc,Hunter's
Italy,"Aromas suggest spring blossom, banana and tropical fruit. The vertical palate offers citrus zest, passion fruit and mineral together with note of white almond.",Foscarin Slavinus,88,25.0,Veneto,Soave Classico Superiore,,Kerin O’Keefe,@kerinokeefe,Monte Tondo 2012 Foscarin Slavinus  (Soave Classico Superiore),Garganega,Monte Tondo
US,"This lean wine has light melon and dried herb aromas, an almost neutral flavor profile and short finish.",California Series,81,14.0,California,California,California Other,Jim Gordon,@gordone_cellars,Cambridge & Sunset 2013 California Series Chardonnay (California),Chardonnay,Cambridge & Sunset
US,"A whole lot of varieties figure into this blend, from 32% Petite Sirah and 26% Syrah to 20% Petit Verdot and 17% Cabernet Sauvignon, the remaining 5% comprised of Grenache. They combine for a medium-bodied, somewhat unformed expression of ripe plum and leatheriness, finishing just the slightest bit sweet.",The Sheriff of Buena Vista,86,40.0,California,Sonoma County,Sonoma,Virginie Boone,@vboone,Buena Vista 2012 The Sheriff of Buena Vista Red (Sonoma County),Red Blend,Buena Vista
US,"A blend of mainly Syrah, with Grenache, Mourvèdre and Viognier. Opens with brilliant, beautiful aromas of berries and fruit, chocolate, violets, herbs and spices, and smoky oak. In the mouth, there's fabulous complexity and an opulent, velvety smooth texture. Very dry and elegant, and the sweet, spicy finish goes on forever.",,94,40.0,California,Santa Barbara County,Central Coast,,,Io 1997 Red (Santa Barbara County),Rhône-style Red Blend,Io
US,"Oaky toast and salty, firm acidity give this wine a flavor profile of lemon, apple and dried herb that's lengthy and full of complexity. Medium bodied, it finds balance between fruit flavors and a savory edge, remaining bright and rich on the palate.",Vintner Select Cuvée,91,52.0,California,Sonoma County,Sonoma,Virginie Boone,@vboone,Pride Mountain 2015 Vintner Select Cuvée Chardonnay (Sonoma County),Chardonnay,Pride Mountain
US,"Tim Mondavi is back with this interesting Cabernet blend. It's very much in the modern Napa style, soft, rich and sophisticated, with cherry, red currant, Asian spice and new oak flavors. It's an elegant wine, but a fairly tannic one, with a dusty astringency that suggests mid-term aging. An auspicious, if expensive, new beginning.",Proprietary Red Wine,92,130.0,California,Oakville,Napa,,,Continuum 2005 Proprietary Red Wine Red (Oakville),Bordeaux-style Red Blend,Continuum
France,"Ripe and fruity, this has a rich texture that comes both from the generous white fruits and from the cut of lemon acidity. A mineral-textured wine, it's crisp now and will likely round out to bring out the ripeness. Drink from 2019.",,91,90.0,Burgundy,Puligny-Montrachet,,Roger Voss,@vossroger,Château de Santenay 2015  Puligny-Montrachet,Chardonnay,Château de Santenay
Italy,"This food-friendly Pinot Grigio offers aromas of melon, pear, apricot and citrus. On the palate it's easy and creamy.",Braida Santa Cecilia,86,,Northeastern Italy,Friuli Grave,,,,Pitars 2011 Braida Santa Cecilia Pinot Grigio (Friuli Grave),Pinot Grigio,Pitars
US,"Ripe bramble, crisp strawberry and cherry perfume this full-bodied moderately concentrated rosé. Dry in style, it's easy drinking with a slightly candied cherry-cough-drop finish.",Merlot Dry,87,14.0,New York,Seneca Lake,Finger Lakes,Anna Lee C. Iijima,,Bellangelo 2016 Merlot Dry Rosé (Seneca Lake),Rosé,Bellangelo
Germany,"While delicate on the nose with hints of lemon, white blossom and crushed stones, this dainty spätlese builds in intensity the palate. Juicy sweet peach and apricot flavors are mouthwatering, finishing long on a puckering sweet-tart note.",Braunberger Juffer-Sonnenuhr Spatlëse,89,28.0,Mosel,,,Anna Lee C. Iijima,,Dr. H. Thanisch (Erben Müller-Burggraef) 2012 Braunberger Juffer-Sonnenuhr Spatlëse Riesling (Mosel),Riesling,Dr. H. Thanisch (Erben Müller-Burggraef)
Austria,"The freshly cut peel of Golden Delicious apples dominates this rounded but fresh Grüner. This has a slightly riper aspect than its counterparts from Lower Austria, but delivers a great punch of fresh, easy and appetizing fruit.",,88,13.0,Burgenland,,,Anne Krebiehl MW,@AnneInVino,Zantho 2015 Grüner Veltliner (Burgenland),Grüner Veltliner,Zantho
US,"Inkblot is Lodi winery Michael David's first Cabernet Franc, a relatively small production wine with MD's signature smoky, toasty coconut aromas, thick and raspberry jammy. Aged 15 months in French oak, it would be a hit with big wine lovers but doesn't exhibit Cab Franc's herbaceousness, which some people will be happy about, others will not. Includes small amounts of Cab Sauvignon and Petite Sirah.",Inkblot,86,35.0,California,Lodi,Central Valley,Virginie Boone,@vboone,Michael David 2009 Inkblot Cabernet Franc (Lodi),Cabernet Franc,Michael David
US,"A blend of half Sémillon and half Chardonnay, this is an aromatic, fully fleshed-out wine that veers into richness without going too far. Swirling in layers of concentrated pear and lemon, it provides a long, substantial finish, ending in balanced acidity.",Los Tesoros de Joaquin,88,30.0,California,Livermore Valley,Central Coast,Virginie Boone,@vboone,Murrieta's Well 2012 Los Tesoros de Joaquin Chardonnay-Semillon (Livermore Valley),Chardonnay-Semillon,Murrieta's Well
Argentina,"Formely known as Winemaker's Selection, this base-level Malbec is ultra purple and dark, with gritty, grapey aromas that are big but not all that well formed. The palate is heavy and tannic, with juicy, semi-green flavors of blackberry and boysenberry. Has power, color and size but not all the parts fit.",,84,11.0,Mendoza Province,Tupungato,,Michael Schachner,@wineschach,Andeluna 2008 Malbec (Tupungato),Malbec,Andeluna
US,"Hot asphalt, condensed rose petals and black cherry show on the nose of this bottling from regional pioneer Ron Siletto's vineyard. A sip enlivens the mouth with expressive, tangy cranberry and iron notes, presented with a soft and easy acidity.",Lot One,87,40.0,California,San Benito County,Central Coast,Matt Kettmann,@mattkettmann,Bella Luna 2010 Lot One Barbera (San Benito County),Barbera,Bella Luna
US,"Leesy and creamy, this lightly nutty wine carries highlights of toasted coconut, lemon meringue and candied orange peel. Fermented with wild yeast, it's then aged in 20% new French barrels and puncheons. Drink now–2019.",Lola Evergreen Vineyard,92,35.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Efeste 2012 Lola Evergreen Vineyard Chardonnay (Columbia Valley (WA)),Chardonnay,Efeste
US,"Fragrant layers of cinnamon, toast and vanilla adorn this intensely ripe, fleshy red wine. Blackberry and plum flavors are ruddy on the palate, but brightened by a zip of acidity and fine, chalky tannins on the finish.",,85,30.0,New York,Finger Lakes,Finger Lakes,Anna Lee C. Iijima,,Standing Stone 2013 Saperavi (Finger Lakes),Saperavi,Standing Stone
Italy,"This straightforward, robust red displays subtle black-skinned fruit, leather and forest floor aromas. The rounded, already approachable palate delivers red plum, baking spice and tobacco flavors held firm with tannins.",,88,,Tuscany,Brunello di Montalcino,,Kerin O’Keefe,@kerinokeefe,Poggio dell'Aquila 2012  Brunello di Montalcino,Sangiovese,Poggio dell'Aquila
US,"Ripe enough grapes, filled with blueberry and black raspberry and pepper flavors, and on the smooth and mellow side. That said, there's a rustic quality, jagged and earthy, and a hint of bitterness in the finish that detracts. —S.H.",,83,15.0,California,El Dorado,Sierra Foothills,,,Château Rodin 1999 Zinfandel (El Dorado),Zinfandel,Château Rodin
Portugal,"Rustic, barnyard aromas give a wine that is tight with tannins and tough to handle. It is concentrated, very dry with only hints of rich black fruits. It will probably remain dense and tannic.",Reserva Tinto,85,14.0,Alentejano,,,Roger Voss,@vossroger,Casa Santa Vitória 2013 Reserva Tinto Red (Alentejano),Portuguese Red,Casa Santa Vitória
Italy,"Toast, dried sage, menthol and a whiff of coconut lead the nose. The raw, extracted palate offers roasted coffee bean, espresso, anise, coconut and hints of dried berry but it lacks fruit richness. Burly, astringent tannins give it a bitter, mouth-puckering finish.",Audace,86,,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Sarotto Roberto 2011 Audace  (Barolo),Nebbiolo,Sarotto Roberto
US,"Heavily fragrant purple fruit, from baked blueberry to fresh boysenberry jam, meets with melted dark chocolate, black rocks and mint leaf-topped cola on the nose of this Tannat, Cab Franc and Petit Verdot blend. Blackberry juice, caramel cream and coffee flavors show on the palate that is laced with soft tannins and a ton of acidity.",Black Betty,89,45.0,California,Paicines,Central Coast,Matt Kettmann,@mattkettmann,Chateau Lettau 2013 Black Betty Red (Paicines),Red Blend,Chateau Lettau
US,"Another 100% Syrah from the producer aged in two-thirds new French oak for 18 months, this has a dullness around the fruit, a sourness almost, that is not otherwise sparked by its notes of meat and gunpowder.",Durell Vineyards,85,62.0,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,Ram's Gate 2012 Durell Vineyards Syrah (Sonoma Coast),Syrah,Ram's Gate
US,"This wine is aromatically expressive, with notes of apple juice and lees, seeming to show some oxygen exposure. It's full in feel, with sweet apple flavors on the finish.",,82,20.0,America,,,Sean P. Sullivan,@wawinereport,Original House Wine NV Chardonnay (America),Chardonnay,Original House Wine
US,"Firm tannins and a tart taste of wood contribute an Old World sensibility to this estate-grown wine—the producer's sixth vintage of the variety. Juicy cassis and damp earth notes meld together with tension, calling for time to settle in the bottle. Enjoy 2020–2030.",,92,70.0,California,Spring Mountain District,Napa,Virginie Boone,@vboone,Stony Hill 2014 Cabernet Sauvignon (Spring Mountain District),Cabernet Sauvignon,Stony Hill
Georgia,"Inky violet in the glass, this wine offers aromas of cassis and licorice. Tart fruit comes on strong at first, followed by mouth-coating tannins. Flavors of cherry, blueberry, smoke and juniper are at their best after a glass is exposed to air for a few minutes. Bright acidity and a not unwelcome touch of fruit sweetness punctuate the silky finish.",Unfiltered,89,39.0,Kakheti,,,Mike DeSimone,@worldwineguys,Jakeli Wines 2012 Unfiltered Saperavi (Kakheti),Saperavi,Jakeli Wines
Australia,"Exceptionally intense, this is a wine for real aficionados of Australian Riesling. Stone and gravel tango with aromas of lime juice and coconut, all of which is underscored by a firm minerality. Long, dry finish. Delicious. Try with pork in a mustard sauce.",,88,16.0,South Australia,Eden Valley,,,,St Hallett 2008 Riesling (Eden Valley),Riesling,St Hallett
Italy,"This full-bodied white opens with a delicate fragrance of pressed white flower, citrus zest, dried apricot and a balsamic note. The round palate delivers lemon drop, yellow peach, tangerine and a touch of vanilla alongside fresh acidity. It closes with an almond accent.",Sergio Zenato Riserva,90,40.0,Lombardy,Lugana,,Kerin O’Keefe,@kerinokeefe,Zenato 2012 Sergio Zenato Riserva  (Lugana),Turbiana,Zenato
Italy,"Here's a charming and fresh Barbera d'Asti with delicious cherry, raspberry and white pepper flavors. It's simple but well made, and is all about easy enjoyment. Pair this with mushroom risotto or hearty pasta dishes.",,87,16.0,Piedmont,Barbera d'Asti,,Kerin O’Keefe,@kerinokeefe,Castello del Poggio 2011  Barbera d'Asti,Barbera,Castello del Poggio
US,"A rich, dry young Cabernet, with fresh blackberry, cherry and oak flavors, brightened by a burst of citrusy acidity. The tannins are strong, however, giving the wine a sandpapery astringency. Needs a few years, although it doesn't have the stuffing for the long haul. Your window is around 2014.",Cavedale Vineyards Smokin',87,45.0,California,Sonoma Valley,Sonoma,,,Y Rousseau 2009 Cavedale Vineyards Smokin' Cabernet Sauvignon (Sonoma Valley),Cabernet Sauvignon,Y Rousseau
Spain,"Initially, this may smell a bit hot and leafy, but with time that quality settles. It feels narrow, tannic and condensed, with roasted flavors of red berry, spice and chocolate. The finish offers a mix of citrus, red berry and herb flavors.",Crianza,86,13.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,Ramón Bilbao 2008 Crianza  (Rioja),Tempranillo,Ramón Bilbao
